no,timestamp,teks,teks_processed,sentiment,compound_score
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,buah NGO ikrar ada kempen gerak seluruh negara untuk semarak sokong orang ramai bagi petisyen gubal undang undang anti lompat dan untuk wang tara wakil rakyat pengerusi,positive,0.937127104577154
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,tidak punya bukti tidak faham alur kebijakan negara yang libat parpol legislator itu saja deh tahu anggota DPR yang suka nyinyir OTAK MATI karena mereka sama saling tuju terus anggota DPR yang tolol personal pada protesan arti banyak anggota DPR goblok bin tolol,negative,-0.9855014366605601
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat deh sampah,negative,-0.712522343841055
8621,2018-12-21T21:19:08.000Z,UU ITE? Dari DPR RI UU Tipikor? Dari DPR RI RUU Pesantren dan Pendidikan Agama CMIIW ? Dari DPR RI juga Mulai sadar yg bikin kacau negara siapa?,UU ITE ? dari DPR RI UU tipikor ? dari DPR RI RUU pesantren dan didik agama CMIIW ? dari DPR RI juga mulai sadar yang bikin kacau negara siapa ?,negative,-0.9551540102924851
8622,2018-12-21T21:19:07.000Z,Anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif Mereka yang bikin hukum dan undang undang coy!!,anggota DPR RI tuh ada orang semua pilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta jalan negara ini lewat fungsi legislatif mereka yang bikin hukum dan undang undang coy ! !,negative,-0.9243662412781984
8640,2018-12-20T12:00:33.000Z,RUU PKS apa kabar????,RUU PKS apa kabar ? ?,negative,-0.5412529281908675
8726,2018-12-15T04:22:41.000Z,Wakil Ketua Komisi VIII DPR RI Tubagus Ace Hasan mengatakan DPR siap melaksanakan putusan MK untuk mengubah Undang Undang Perkawinan dengan tenggat waktu tiga tahun Namun ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai InfoSonora,wakil ketua komisi VII DPR RI tubagus ace hasan kata DPR siap laksana keputusan MAKA untuk ubah undang undang kawin dengan tenggat waktu tiga tahun tetapi ia belum dapat pasti kapan bahas revisi UU sebut dapat selesai infosonora,positive,0.5094568311293566
8747,2018-12-14T04:45:46.000Z,MK Kabulkan Gugatan Batas Usia DPR Diminta Segera Revisi UU Perkawinan Usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak PerkawinanAnak,MAKA kabul penggugatan batas usia DPR minta segera revisi UU kawin usia minimal kawin itu harus harmonisasi dengan usia anak dalam undang undang lindung anak perkawinananak,negative,-0.6369499429264264
8762,2018-12-13T12:28:34.000Z,Mahkamah Konstitusi MK memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam Pasal Ayat Undang Undang UU Nomor Tahun,mahkamah konstitusi MAKA beri tenggat waktu tiga tahun kepada DPR RI untuk ubah tentu batas usia meni yang pengaturan dalam pasal ayat undang undang UU nomor tahun,negative,-0.8806721767742778
8770,2018-12-13T10:26:58.000Z,kom Penanya mahasiswa IPB ttg kebijakan impor ketergantungan impor merupakan kebijakan yg ada setiap tahun dmn komoditas pangan impor nah yg ingin sy tanyakan kpd anggota DPR apakah impor memang perlu dilakukan?,kom pena mahasiswa IPB tentang kebijakan impor gantung impor rupa kebijakan yang ada tiap tahun mana komoditas pangan impor nah yang ingin saya tanya kepada anggota DPR apakah impor memang perlu pelaksanaan ?,negative,-0.6369499429264265
8823,2018-12-10T10:15:31.000Z,Korupsi yang melibatkan banyak wakil rakyat selain di Sumatera Utara juga terjadi di Kota Malang Jawa Timur Sebanyak dari anggota DPRD Kota Malang terjerat kasus korupsi pengesahan APBD HariAntiKorupsi,korupsi yang libat banyak wakil rakyat selain di sumatera utara juga jadi di kota malang jawa timur banyak dari anggota DPRD kota malang jerat kasus korupsi pengesahan APBD hariantikorupsi,negative,-0.9848552582788596
8827,2018-12-10T09:12:02.000Z,pilih wakil rakyat gak cukup krn populeritas mereka apalgi mereka artis blm pernah terbukti wakil rakyat dri artis mereka bisa memahami aspirasi rakyat pilih wakil yg cerdas dan berkualitas serta muslim dan soleh kaya bang fahri dan uni fahira idris,pilih wakil rakyat tidak cukup karena populeritas mereka apalagi mereka artis belum pernah bukti wakil rakyat dari artis mereka dapat paham aspirasi rakyat pilih wakil yang cerdas dan kualitas serta muslim dan soleh seperti bang fahri dan uni fahira idris,positive,0.7426643601645834
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alas reses kerap penggunaan oleh para anggota DPR RI atas rendah kerja mereka dan atas sering jadi bolos hampir tiap sidang yang sorot publik sedang hampir seluruh rakyat indonesia aku tak pernah kunjung dalam giat reses psibersihbersihdpr,negative,-0.8437486894040778
8912,2018-12-05T22:30:36.000Z,Pimpinan KPK usul anggota DPR tak digaji,kepemimpinan KPK usul anggota DPR tak gaji,neutral,0.0
8930,2018-12-05T08:06:20.000Z,Setiap anggota DPR dibantu tenaga ahli dan asisten pribadi Artinya di gedung DPR itu ada anggota DPR plus orang yang membantu Tapi tahun lalu saja dari target menyelesaikan RUU cuma RUU disahkan TemanRakyat,tiap anggota DPR bantu tenaga ahli dan asisten pribadi arti di gedung DPR itu ada anggota DPR plus orang yang bantu tetapi tahun lalu saja dari target selesai RUU cuma RUU sah temanrakyat,negative,-0.8843628461096417
8965,2018-12-04T02:48:11.000Z,kebijakan sesat yg keluar dari gerombolan kalap kesetanan RejimBedebah itu udah gak aneh bagi yg paham sebab antara pemegang Kursi Kebaikan dan pendukung Kezoliman terdapat selisih yg signifikan maka smtr waktu mao tak mau ntar Baiknya GantiPresiden n GantiALeg,kebijakan sesat yang keluar dari gerombol kalap setan rejimbedebah itu sudah tidak aneh bagi yang paham karena antara pegang kursi baik dan dukungan kezoliman dapat selisih yang signifikan maka smtr waktu mau tak mau entar baik gantipresiden n gantialeg,negative,-0.9941425577747017
9013,2018-11-30T08:13:31.000Z,Diah Pitaloka Anggota Panja RUU Penghapusan Kekerasan Seksual Komisi VIII DPR RI mengajak peserta yang hadir serta berbagai pihak utk terus melakukan strategi advokasi memperjuangkan pengesahan RUU P KS GerakBersama SahkanRUUPKS AkhiriKekerasanSeksual HAKTP,diah pitaloka anggota panja RUU hapus keras seksual komisi VII DPR RI ajak serta yang hadir serta bagai pihak untuk terus pelaksanaan strategi advokasi juang pengesahan RUU p KS gerakbersama sahkanruupks akhirikekerasanseksual HAKTP,positive,0.18595863630752485
9016,2018-11-30T02:00:54.000Z,Kenapa Saya Menyuarakan Kepada Anggota Supaya Membuat RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR Kok Gak Ada Yg Mendukung Saya Sama Sekali Ya Tp knp Klu gantipresiden banyak PEJABAT YG MENDUKUNG ? JokowiMembangunIndonesia PrabowoSandi,kenapa saya suara kepada anggota supaya buat RUU HUKUM MATI BAGI SANGKA KORUPTOR kok tidak ada yang dukungan saya sama sekali ya tetapi kenapa jika gantipresiden banyak JABATAN YANG DUKUNGAN ? jokowimembangunindonesia prabowosandi,negative,-0.8638317344005938
9034,2018-11-28T12:35:14.000Z,Hari ini menggelar Rapat Kerja bersama Kemenkes Kemdagri Kemristek Dikti Kemenpan RB Kemenkumham dan membahas DIM RUU tentang Kebidanan terkait Konsil Kebidanan di Ruang Rapat Komisi IX DPR RI Jakarta,hari ini gelar rapat kerja sama kemenkes kemdagri kemristek dikti kemenpan RIBU kemenkumham dan bahas DIM RUU tentang bidan kait konsil bidan di ruang rapat komisi IX DPR RI jakarta,positive,0.819240034925201
9054,2018-11-26T10:15:06.000Z,Wakil Ketua menyampaikan banyaknya anggota DPR yang tidak hadir di DPR pada tahun pemilu tidak akan menghambat kinerja DPR sebagai lembaga pembuat Undang undang atau legislasi CNNIDNewsroom,wakil ketua sampai banyak anggota DPR yang tidak hadir di DPR pada tahun pemilu tidak akan hambat kerja DPR bagai lembaga buat undang undang atau legislasi cnnidnewsroom,negative,-0.951661902861773
9067,2018-11-25T18:07:39.000Z,urusannya Fadli zon ke Sandiaga Uno apa ya? Fadli Zon anggota DPR yg mewakili aspirasi rakyat ke Pemerintah Apa pemerintahnya Sandiaga Uno? Oiya baca berita sdh ada permintaan maafnya Noh yg Hoax es em ka dan dana Gempa di Lombok g pernah mnta maaf,urus fadli zon ke sandiaga uno apa ya ? fadli zon anggota DPR yang wakil aspirasi rakyat ke pemerintah apa pemerintah sandiaga uno ? oiya baca berita sudah ada minta maaf noh yang hoax es em kak dan dana gempa di lombok tidak pernah minta maaf,negative,-0.9540275985015376
9140,2018-11-21T03:54:35.000Z,Rapat Paripurna DPR RI dengan agenda Pidato Pembukaan Masa Persidangan II Tahun Sidang dan Pelantikan Anggota Pengganti Antar Waktu DPR RI Rabu November ParipurnaDPR,rapat paripurna DPR RI dengan agenda pidato buka masa sidang II tahun sidang dan lantik anggota ganti antar waktu DPR RI rabu november paripurnadpr,positive,0.8986243465789788
9161,2018-11-19T02:37:20.000Z,Menjadi wakil rakyat di DPR RI bukanlah hal yang patut dibanggakan apalagi di agungkan tetapi ada hal yang harus digaris bawahi adalah ketika kita bisa menyerap aspirasi rakyat bisa dekat dengan rakyat lalu saya tunaikan semua aspirasinya SudiroasnoNoHANURAJABARVIII,jadi wakil rakyat di DPR RI bukan hal yang patut bangga apalagi di agung tetapi ada hal yang harus gar bawah adalah ketika kita dapat serap aspirasi rakyat dapat dekat dengan rakyat lalu saya tunai semua aspirasi sudiroasnonohanurajabarvii,negative,-0.808032873789538
9187,2018-11-16T11:51:13.000Z,Reses dpr_ri di SMK Muhammadiyah Bandung asyik deh Sekolah ini punya jurusan Agribisnis salah satu pengembangannya berkebun jamur tiram Besar ya Bersih lagi Dan Begitu,reses dpr_ri di SMK muhammadiyah bandung asyik deh sekolah ini punya jurus agribisnis salah satu kembang kebun jamur tiram besar ya bersih lagi dan begitu,negative,-0.10273309938750269
9190,2018-11-15T23:56:56.000Z,Warga Minta Diperjuangkan Yoseph Bangun Bendungan Cipanundan CIREBON Kegiatan reses di Kecamatan Waled Anggota Komisi DPR RI Dapil VIII Yoseph Umarhadi berdialog dan menyerap aspirasi para kepala desa pukul Dalam dialog dengan para,warga minta juang yoseph bangun bendung cipanundan CIREBON giat reses di camat waled anggota komisi DPR RI dapil VII yoseph umarhadi dialog dan serap aspirasi para kepala desa pukul dalam dialog dengan para,positive,0.9000703207408192
9219,2018-11-12T12:17:01.000Z,Semoga didengar oleh para pemangku Kebijakan PLD,moga dengar oleh para mang kebijakan PLD,positive,0.7184212081070996
9222,2018-11-12T08:59:30.000Z,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Kota Tangerang Selatan dalam rangka Jawaban Walikota Tangerang Selatan terhadap Pandangan Umum Fraksi Fraksi tentang Raperda APBD Tahun,rapat paripurna dewan wakil rakyat daerah kota tangerang selatan dalam rangka jawab walikota tangerang selatan hadap pandang umum partai partai tentang raperda APBD tahun,positive,0.8555415792658776
9236,2018-11-10T05:17:38.000Z,Revisi undang undang penyiarannya gimana halloo udah bertahun tahun belum selesai,revisi undang undang siar bagaimana halloo sudah tahun tahun belum selesai,negative,-0.29235141826433225
9245,2018-11-09T11:44:58.000Z,Rapat Paripurna Dewan Perwakilan Rakyat Derah Provinsi Jawa Barat Jumat Agenda Perubahan Hasil Banmus Pengambilan Sumpah Janji Anggota DPRD Provinsi Jawa Barat Pengganti Antar Waktu PAW,rapat paripurna dewan wakil rakyat dah provinsi jawa barat jumat agenda ubah hasil banmus ambil sumpah janji anggota DPRD provinsi jawa barat ganti antar waktu PAW,positive,0.2022886949696696
9250,2018-11-09T04:39:56.000Z,Pak dan anggota TOLONG DONG BUAT RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR KLU ANDA GAK NGEREKEN RAKYAT YG INGIN INDONESIA BEBAS KORUPTOR KAMI RAKYAT YA GAK NGEREKEN ANDA SAK KAREPMU CIWIT APA DPR HijrahBersamaJokowi GantiPresiden,pak dan anggota TOLONG DONG BUAT RUU HUKUM MATI BAGI SANGKA KORUPTOR JIKA ANDA TIDAK NGEREKEN RAKYAT YANG INGIN INDONESIA BEBAS KORUPTOR KAMI RAKYAT YA TIDAK NGEREKEN ANDA SAK KAREPMU CIWIT APA DPR hijrahbersamajokowi gantipresiden,negative,-0.9130769353444231
9279,2018-11-07T12:02:32.000Z,GITU MAU DI BUBARKAN SAMA ANGGOTA WONG ADA AJA BANYAK PEJABAT YG KORUPTOR APA LAGI GAK ADA MAU indonesia JADI SARANG KORUPTOR APA BUAT RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR,BEGITU MAU DI BUBAR SAMA ANGGOTA WONG ADA SAJA BANYAK JABATAN YANG KORUPTOR APA LAGI TIDAK ADA MAU indonesia JADI SARANG KORUPTOR APA BUAT RUU HUKUM MATI BAGI SANGKA KORUPTOR,negative,-0.9744412392258845
9292,2018-11-05T09:00:00.000Z,Suyoto atau akrab disapa Kang Yoto merupakan Bupati Bojonegoro dua periode Maju menjadi Caleg DPR RI Partai NasDem Dapil Jawa Timur IX menjadi langkah yang di tempuh Kang Yoto untuk berjuang mewakili aspirasi rakyat NasDemAntiMahar PolitikTanpaMahar,suyoto atau akrab sapa kang yoto rupa bupati bojonegoro dua periode maju jadi caleg DPR RI partai nasdem dapil jawa timur IX jadi langkah yang di tempuh kang yoto untuk juang wakil aspirasi rakyat nasdemantimahar politiktanpamahar,positive,0.900070320740819
9301,2018-11-04T13:50:28.000Z,Mudahan SIAPAPUN BESOK YG JADI PRESIDEN SEMOGA ANGGOTA DEWAN MEMBUAT RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR KRN KORUPTOR PENJAHAT NEGARA YG HARUS DI MUSNAHKAN DI INDONESIA indonesialeaks SumpahPemuda,mudah SIAPA BESOK YANG JADI PRESIDEN MOGA ANGGOTA DEWAN BUAT RUU HUKUM MATI BAGI SANGKA KORUPTOR KARENA KORUPTOR JAHAT NEGARA YANG HARUS DI MUSNAH DI INDONESIA indonesialeaks sumpahpemuda,negative,-0.9755735043215963
9339,2018-11-01T01:19:14.000Z,Paripurna Setujui RUU Prioritas,paripurna tuju RUU prioritas,positive,0.6289226359922113
9367,2018-10-31T05:30:40.000Z,Ketua Badan Legislasi DPR RI Supratman Andi Agtas menyerahkan Laporan Baleg DPR RI terkait hasil penyusunan Prolegnas RUU Prioritas Tahun kepada Pimpinan DPR RI dalam Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang Rabu Oktober ParipurnaDPR,ketua badan legislasi DPR RI supratman andi agtas serah lapor baleg DPR RI kait hasil susun prolegnas RUU prioritas tahun kepada kepemimpinan DPR RI dalam rapat paripurna DPR RI ke masa sidang i tahun sidang rabu oktober paripurnadpr,positive,0.8986243465789788
9403,2018-10-28T12:56:54.000Z,Dgn berubahnya status TOL menjadi NON TOL maka investasi yg idealnya dikembalikan melalui operasi jalan TOL menjadi harus ditanggung APBN sepenuhnya Ini memerlukan koreksi pada pencatatan keuangan negara dan persetujuan DPR RI menurut saya sblm kebijakan ini diterapkan,dengan ubah status TOL jadi NON TOL maka investasi yang ideal kembali lalu operasi jalan TOL jadi harus pertanggungjawaban APBN sepenuh ini perlu koreksi pada catat uang negara dan tuju DPR RI turut saya belum kebijakan ini terap,negative,-0.878812961930345
9450,2018-10-26T13:00:32.000Z,Petisi tolak RUU Katekisasi,petisi penolakan RUU katekisasi,negative,-0.4465681526609422
9460,2018-10-26T04:57:25.000Z,Berikan Gajinya Untuk Rakyat Anthony Siap Bangunkan DPR Kebijakan yang dilakukan anggota DPR RI selama ini nyaris tidak menyentuh persoalan masyarakat seutuhnya BangunkanDPR BersihkanDPR DPRLoyo DPRlambat DPRkosong DPRtidur politik,ikan gaji untuk rakyat anthony siap bangun DPR kebijakan yang pelaksanaan anggota DPR RI lama ini nyaris tidak sentuh soal masyarakat utuh bangunkandpr bersihkandpr dprloyo dprlambat dprkosong dprtidur politik,negative,-0.980287717234274
9474,2018-10-25T13:32:11.000Z,Can you spare a minute to help Kezia Leli?,can you spare a mute tetapi help kezia leli ?,positive,0.5267415375673765
9499,2018-10-25T01:02:50.000Z,Kepada Sekolah Minggu dan Katekisasi adalah Bukan pendidikan formal Yang tdk perlu Ijin dan batasan Peserta Mohon penjelasan dan pencerahannya knp hal ini masuk dalam RUU,kepada sekolah minggu dan katekisasi adalah bukan didik formal yang tidak perlu ijin dan batas serta mohon jelas dan cerah kenapa hal ini masuk dalam RUU,negative,-0.29235141826433225
9590,2018-10-17T11:05:20.000Z,Komisi VIII DPR RI menggelar Rapat Dengar Pendapat Umum RDPU dengan Majelis Ulama Indonesia MUI dan tiga ormas keagamaan terdiri Perwakilan Umat Budha Indonesia Walubi Persekutuan Gereja Indonesia PGI dan Jaringan Ulama Perempuan Indonesia JUPI,komisi VII DPR RI gelar rapat dengar dapat umum RDPU dengan majelis ulama indonesia MUI dan tiga ormas agama diri wakil umat budha indonesia walubi sekutu gereja indonesia PAGI dan jaring ulama perempuan indonesia JUPI,positive,0.9444800663644433
9593,2018-10-17T07:56:46.000Z,Badan Anggaran DPR Rapat Kerja dengan Menteri Keuangan Menteri PPN Kepala Bappenas Menteri Hukum dan HAM serta Gubernur Bank Indonesia terkait Pembicaraan Tk I Pembahasan RUU tentang APBN TA dan Pembahasan Postur Sementara RUU APBN Rabu Oktober BanggarDPR,badan anggaran DPR rapat kerja dengan menteri uang menteri PPN kepala bappenas menteri hukum dan HAM serta gubernur bank indonesia kait bicara tak i bahas RUU tentang APBN TA dan bahas postur sementara RUU APBN rabu oktober banggardpr,negative,-0.5765606074399332
9632,2018-10-15T10:26:56.000Z,udah tau apa sih yg bener di mata ente kebijakan pak dan miris ada wakil rakyat kya ente,sudah tau apa sih yang banget di mata ente kebijakan pak dan miris ada wakil rakyat kaya ente,negative,-0.9400773402385484
9646,2018-10-13T11:16:34.000Z,Jumat Oktober Badan Legislasi DPR RI melaksanakan diplomasi parlemen ke National Asemblea Ecuador terkait dengan pembahasan RUU Masyarakat Adat Pemerintah Ekuador telah,jumat oktober badan legislasi DPR RI laksana diplomasi parlemen ke national asemblea ecuador kait dengan bahas RUU masyarakat adat pemerintah ekuador telah,negative,-0.8224628936244653
9649,2018-10-12T16:15:53.000Z,Kesimpulan Utk Indonesia kebijakan BBM satu harga adalah suatu keniscayaan tdk akan berkelanjutan sebab BBM impor subsidi adalah penyebab melonjaknya konsumsi impor BBM penyebab defisit perdagangan migas defisit transaksi berjalan pemukul telak nilai tukar rupiah,simpul untuk indonesia kebijakan BBM satu harga adalah suatu niscaya tidak akan lanjut karena BBM impor subsidi adalah sebab lonjak konsumsi impor BBM sebab defisit dagang migas defisit transaksi jalan pukul telak nilai tukar rupiah,positive,0.8954827481263484
9682,2018-10-10T04:22:23.000Z,Jokowi Jangan Sampai Kita Diadu oleh Kepentingan Politik via,jokowi jangan sampai kita adu oleh penting politik via,negative,-0.05362808590331445
9687,2018-10-09T14:06:46.000Z,DPDRI DPD RI DPR RI Bahas RUU Tentang Daerah Kepulauan Jakarta DPD RI membahas Rancangan Undang undang RUU tentang Daerah Kepulauan dengan DPR RI RUU yang diinisiasi oleh DPD tersebut,DPDRI DPD RI DPR RI bahas RUU tentang daerah pulau jakarta DPD RI bahas rancangan undang undang RUU tentang daerah pulau dengan DPR RI RUU yang inisiasi oleh DPD sebut,negative,-0.6289226359922112
9706,2018-10-08T14:33:33.000Z,Mohon kepada sebagai pemangku kebijakan dan penegak hukum bisa mensikapi hasil lembaga tinggi neg yang sudah menyelesaikan audit investigasi thdp Pelindo II Ini semata untuk Nawacita dan Kedaulatan NKRI,mohon kepada bagai mang kebijakan dan tegak hukum dapat sikap hasil lembaga tinggi neg yang sudah selesai audit investigasi hadap pelindo II ini semata untuk nawacita dan daulat NKRI,positive,0.937127104577154
9708,2018-10-08T11:31:36.000Z,DPD RI Rapat Kerja dengan Pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang Daerah Kepulauan DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,DPD RI rapat kerja dengan pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang daerah pulau DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,positive,0.6289226359922113
9739,2018-10-05T11:16:08.000Z,udah psti jd penyebar hoax dr kasus koq msh aja ngeles apalagi kalian adalah anggota Dewan DPR RI yg hrsnya jd penyampai aspirasi rakyat yg benar dan berani dipertanggung jawabkan knp msih percaya y ma kalian smu,sudah pasti jadi sebar hoax dari kasus kok masih saja ngeles apalagi kalian adalah anggota dewan DPR RI yang harus jadi sampai aspirasi rakyat yang banget dan berani pertanggungjawaban jawab kenapa masih percaya ya sama kalian smu,negative,-0.8787947262003333
9772,2018-10-02T04:15:23.000Z,Rapat Paripurna Ke dipimpin oleh Waka Bang siang ini di ruang paripurna Livestream,rapat paripurna ke kepemimpinan oleh waka bang siang ini di ruang paripurna livestream,negative,-0.5267415375673765
9774,2018-10-01T15:08:57.000Z,DPR RI pantas menginterpelasi kebijakan ini,DPR RI pantas interpelasi kebijakan ini,positive,0.3680368469877013
9783,2018-10-01T02:14:59.000Z,RUU Pertanahan akan Lengkapi UU Pokok Pokok Agraria,RUU tanah akan lengkap UU pokok pokok agraria,positive,0.878812961930345
9790,2018-09-29T15:33:39.000Z,Tindakan yang sangat wajar dan janganlah kamu mengkhianati amanat amanat yang dipercayakan kepadamu sedang kamu mengetahui,tindakan yang sangat wajar dan jangan kamu khianat amanat amanat yang percaya kepada sedang kamu tahu,negative,-0.3608853363989213
9816,2018-09-26T10:35:25.000Z,Berarti saya juga bebas ber ekspresi Fadli zon bajingan dancok cocot germo Itulah ekspresi saya buat wakil rakyat yang katanya terhormat Tapi nyatanya kerja cuman menghabiskan uang rakyat gk ada hsil Undang undang banyak yang mangkrak kayak hambalang,arti saya juga bebas ber ekspresi fadli zon bajing dancok cocot germo itu ekspresi saya buat wakil rakyat yang kata hormat tetapi nyata kerja cuman habis uang rakyat tidak ada hsil undang undang banyak yang mangkrak seperti hambalang,negative,-0.976018876267788
9818,2018-09-26T09:08:18.000Z,Rapat perdana penyusunan RUU Penyadapan di Badan Legislasi DPR RI tanggal September bersama Kejaksaan Agung diwakili Jamintel Kepala BNN dan Kepala BSSN TotokDaryanto DPRRI MalangRaya SatuJiwaBersamaRakyat,rapat perdana susun RUU sadap di badan legislasi DPR RI tanggal september sama jaksa agung wakil jamintel kepala BNN dan kepala BSSN totokdaryanto DPRRI malangraya satujiwabersamarakyat,positive,0.6739361716859966
9841,2018-09-24T08:06:49.000Z,Komisi IX DPR RDPU dengan Pakar tentang RUU Pengawasan Obat dan Makanan Senin September Komisi Sangat Besar Hrapn RRU BPOM Bisa Diundangkan Pada Masa Sidang Terdekat,komisi IX DPR RDPU dengan pakar tentang RUU awas obat dan makanan senin september komisi sangat besar hrapn RRU BPOM dapat undang pada masa sidang dekat,positive,0.8866559066629542
9934,2018-09-15T14:50:31.000Z,Bagaimana DPR bisa bisa mendengar aspirasi rakyat? Yg difollow aja yg sudah sejahtera Pantesan kita bertuan kepada DPR Bukannya mereka yang seharusnya bertuan pada kita Kita yg mendengarkan atau mereka dengar Mereka duduk untuk Individualisme,bagaimana DPR dapat dapat dengar aspirasi rakyat ? yang difollow saja yang sudah sejahtera pantesan kita tuan kepada DPR bukan mereka yang harus tuan pada kita kita yang dengar atau mereka dengar mereka kedudukan untuk individualisme,negative,-0.8434168308085195
9936,2018-09-15T10:07:03.000Z,Untuk menyempurnakan RUU Penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi Kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh Duta Besar RI untuk Kolombia dan,untuk sempurna RUU sadap yang sedang rancangan oleh para anggota DPR RI saya unjung kolombia dalam rangka riset sama beberapa anggota baleg sambut oleh duta besar RI untuk kolombia dan,positive,0.9000703207408192
9986,2018-09-13T09:38:48.000Z,assalamualaikum pak Fakhri Hamzah yg terhormat yg di amanah kan sebagian wakil DPR RI Saya nak usul Boleh Gimana pak klau di adakan rapat Paripurna antara DPR dan MPR untuk menurunkan pak jokowi yg terhormat,assalamualaikum pak fakhri hamzah yang hormat yang di amanah kan bagi wakil DPR RI saya nak usul boleh bagaimana pak jika di adakan rapat paripurna antara DPR dan MPR untuk turun pak jokowi yang hormat,negative,-0.8806721767742778
9991,2018-09-12T19:59:35.000Z,Jelas terbukti bahwa wakil rakyat kita masih condong ke partainya masing masing dr pd mewakili aspirasi rakyat Dapat dilihat dr gencar nya membanggakan salah satu paslon dalam keadaan wawancara memakai seragam wakil rakyat Kalau di jam bebas silahkan Ini masih di gedung dpr,jelas bukti bahwa wakil rakyat kita masih condong ke partai masing masing dari pada wakil aspirasi rakyat dapat lihat dari gencar nya bangga salah satu paslon dalam ada wawancara pemakaian seragam wakil rakyat jika di jam bebas sila ini masih di gedung dpr,negative,-0.9134435088215183
9999,2018-09-11T15:11:43.000Z,Spirit RUU Pertanahan Integrasikan Sektor SDA,spirit RUU tanah integrasi sektor SDA,positive,0.6289226359922113
10010,2018-09-10T10:36:30.000Z,Pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI Jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan Lagipula kebijakan SH udah ada sejak KitaOgahDiNgabalin,laksana UU saat ini adalah eksekutif dalam hal ini adalah BI jadi bukan yang TEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan lagipula kebijakan SH sudah ada sejak kitaogahdingabalin,positive,0.37197049820473715
10018,2018-09-09T06:50:07.000Z,Anda itu keliru! Bhw rakyat di adu di pasar bebas pd saat belum berdaya dan pemerintah terus menekan dg pola kebijakan pasar yg menguntungkan Cukong Calo Where s protection? Sbaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,anda itu keliru ! bahwa rakyat di adu di pasar bebas pada saat belum daya dan pemerintah terus tekan dengan pola kebijakan pasar yang untung cukong calo where si protection ? baik anda belajar ekonomi pembangunan UUD AGAR TIDAK TIPU REZIM KUASA,negative,-0.9854275093629583
10142,2018-08-29T10:20:35.000Z,Semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat Stand Up Comedian Iwel Sastra Dirgahayu DPR RI Ke ! HUTDPR TahunDPR,moga makin dapat wakil rakyat serta dapat tampung eksekusi dan juang aspirasi rakyat stand up comedian iwel sastra dirgahayu DPR RI ke ! HUTDPR tahundpr,positive,0.9508439033267851
10146,2018-08-29T09:44:32.000Z,Dewan Perwakilan Rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas Rancangan Undang undang tentang APBN Tahun Anggaran beserta Nota Keuangan Dewan Perwakilan Rakyat DPR,dewan wakil rakyat DPR gelar rapat paripurna tentang pandang umum partai partai atas rancangan undang undang tentang APBN tahun anggaran serta nota uang dewan wakil rakyat DPR,positive,0.8555415792658776
