punctuation,capitalization,degree_modifiers,polarity_shift,negation,no
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8094
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8095
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],8096
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8097
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8098
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],8099
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],8100
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.34782608695652173, 'cap_boost': 0}",[],,[],8101
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8102
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8103
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3125, 'cap_boost': 0}",[],,[],8104
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4444444444444444, 'cap_boost': 0}",[],,[],8105
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8106
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4, 'cap_boost': 0}",[],,[],8107
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.17647058823529413, 'cap_boost': 0}",[],,[],8108
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8109
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],8110
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4444444444444444, 'cap_boost': 0}",[],,[],8111
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4444444444444444, 'cap_boost': 0}",[],,[],8112
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],8113
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0625, 'cap_boost': 0}",[],,[],8114
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8115
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8116
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8117
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8118
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],8119
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4, 'cap_boost': 0}",[],,[],8120
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],8121
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tak', 'negated_word': 'boleh', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (4, 5)}]",8122
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8123
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8124
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5, 'cap_boost': 0.733}",[],,[],8125
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.42857142857142855, 'cap_boost': 0}",[],,[],8126
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5714285714285714, 'cap_boost': 0.733}",[],,[],8127
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],8128
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8129
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8130
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],8131
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8132
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8133
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.65, 'cap_boost': 0.733}",[],,[],8134
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],8135
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],,[],8136
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.10526315789473684, 'cap_boost': 0}",[],,[],8137
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'protes', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (3, 5)}]",8138
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07142857142857142, 'cap_boost': 0}",[],,[],8139
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1, 'cap_boost': 0}",[],,"[{'negation': 'tak', 'negated_word': 'masuk', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (0, 1)}]",8140
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.17647058823529413, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'serta', 'scalar_applied': 0.293, 'positions': (5, 7)}]",,[],8141
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],8142
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8143
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8144
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'datang', 'original_score': -3.2, 'negated_score': 2.368, 'effect': 5.568, 'positions': (7, 10)}]",8145
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8146
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8147
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],8148
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'kecil', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (2, 5)}, {'negation': 'tidak', 'negated_word': 'seperti', 'original_score': -0.8, 'negated_score': 0.592, 'effect': 1.392, 'positions': (7, 8)}]",8149
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0625, 'cap_boost': 0}",[],,[],8150
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,"[{'negation': 'belum', 'negated_word': 'capai', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (8, 9)}]",8151
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],8152
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8153
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'lihat', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (5, 6)}]",8154
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8155
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],8156
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.45454545454545453, 'cap_boost': 0}",[],,[],8157
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2777777777777778, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'pajak', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (15, 16)}]",8158
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],8159
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8160
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.05555555555555555, 'cap_boost': 0}",[],,[],8161
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8162
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8163
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8164
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8165
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],8166
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23809523809523808, 'cap_boost': 0}",[],,[],8167
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],,[],8168
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}","[{'modifier': 'cukup', 'target_word': 'sudah', 'scalar_applied': -0.293, 'positions': (0, 1)}]",,[],8169
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5333333333333333, 'cap_boost': 0.733}","[{'modifier': 'nyata', 'target_word': 'efek', 'scalar_applied': 0.293, 'positions': (3, 4)}]",,[],8170
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8171
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}","[{'modifier': 'hanya', 'target_word': 'belaka', 'scalar_applied': 0.293, 'positions': (12, 14)}]",,[],8172
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],8173
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8174
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],8175
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3076923076923077, 'cap_boost': 0}",[],,[],8176
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8177
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8178
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],8179
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8180
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8181
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8182
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],8183
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8184
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8185
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],8186
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],8187
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}",[],,[],8188
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],8189
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8190
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21052631578947367, 'cap_boost': 0}",[],,[],8191
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],"{'conjunction': 'sementara', 'pre_scalar': 0.5, 'post_scalar': 1.5}",[],8192
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],8193
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.8, 'cap_boost': 0}",[],,[],8194
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8195
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8196
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4666666666666667, 'cap_boost': 0}",[],,[],8197
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8198
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],8199
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],8200
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],8201
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],8202
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],8203
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],8204
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],8205
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],8206
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8207
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],,[],8208
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],8209
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'ada', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (9, 10)}]",8210
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],8211
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.38461538461538464, 'cap_boost': 0}",[],,[],8212
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3125, 'cap_boost': 0}",[],,[],8213
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8214
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4, 'cap_boost': 0}",[],,[],8215
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],8216
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],8217
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8218
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.058823529411764705, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'semua', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (11, 12)}]",8219
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],8220
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],8221
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8222
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],8223
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8224
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'jangan', 'negated_word': 'lihat', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (9, 12)}]",8225
"{'exclamation_count': 0, 'question_count': 3, 'punct_boost': -0.30000000000000004}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8226
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tak', 'negated_word': 'hadir', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (7, 8)}]",8227
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],8228
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07142857142857142, 'cap_boost': 0}",[],,[],8229
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],8230
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0, 'cap_boost': 0}","[{'modifier': 'hampir', 'target_word': 'mustahil', 'scalar_applied': -0.293, 'positions': (5, 6)}]",,[],8231
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],8232
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8233
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],,[],8234
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8235
"{'exclamation_count': 0, 'question_count': 3, 'punct_boost': -0.30000000000000004}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'kebijakan', 'scalar_applied': 0.293, 'positions': (1, 2)}, {'modifier': 'hanya', 'target_word': 'punya', 'scalar_applied': -0.293, 'positions': (12, 13)}]",,[],8236
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],8237
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],8238
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8239
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],8240
"{'exclamation_count': 2, 'question_count': 0, 'punct_boost': 0.584}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],8241
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'salah', 'scalar_applied': -0.293, 'positions': (0, 3)}]",,[],8242
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3888888888888889, 'cap_boost': 0}",[],,[],8243
"{'exclamation_count': 2, 'question_count': 0, 'punct_boost': 0.584}","{'caps_ratio': 0.09090909090909091, 'cap_boost': 0}",[],,[],8244
"{'exclamation_count': 2, 'question_count': 0, 'punct_boost': 0.584}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],8245
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3125, 'cap_boost': 0}",[],,[],8246
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],8247
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3888888888888889, 'cap_boost': 0}",[],,[],8248
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4117647058823529, 'cap_boost': 0}",[],,[],8249
"{'exclamation_count': 2, 'question_count': 0, 'punct_boost': 0.584}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],8250
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.17647058823529413, 'cap_boost': 0}",[],,[],8251
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,"[{'negation': 'jangan', 'negated_word': 'anggota', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (0, 1)}]",8252
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8253
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],8254
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8255
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],8256
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.35714285714285715, 'cap_boost': 0}",[],,[],8257
"{'exclamation_count': 3, 'question_count': 0, 'punct_boost': 0.8759999999999999}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],8258
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.09090909090909091, 'cap_boost': 0}",[],,[],8259
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],8260
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07142857142857142, 'cap_boost': 0}",[],"{'conjunction': 'walaupun', 'pre_scalar': 0.5, 'post_scalar': 1.5}","[{'negation': 'tidak', 'negated_word': 'mudah', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (8, 9)}]",8261
