no,timestamp,teks,teks_processed,compound_score,sentiment,confidence_level,ground_truth,notes
11540,2020-11-30T06:35:25.000Z,Karena kekerasan seksual itu sulit dibuktikan selama dasar hukumnya tak memadai makanya di SP Coba aja kalau RUU PKS udh disahkan sblm mungkin gak bakalan SP,karena keras seksual itu sulit bukti lama dasar hukum tak pada makanya di SAPA coba saja kalau RUU PKS sudah sah belum mungkin enggak bakal SAPA,0.1508401153452531,positive,moderate,negative,kritik terhadap DPR karena belum menyediakan dasar hukum yang memadai
774,2016-10-27T15:01:38.000Z,Lindungi Haki DPR Sahkan RUU Merek dan Indikasi Geografis Rapat Paripurna DPR RI m BatikBontang,lindung hak DPR sahkan RUU merek dan indikasi geografis rapat paripurna DPR RI sama batikbontang,0.1586485042974989,positive,moderate,neutral,informasi mengenai rapat paripurna
10515,2018-07-25T10:05:00.000Z,Demi menyelamatkan kalangan petani sekaligus menumbuhkan kembali semangat bertani Komisi IV DPR RI tengah menggodok Rancangan Undang Undang RUU Budidaya Pertanian,demi selamat kalang tani sekaligus tumbuh kembali semangat tan komisi IV DPR RI tengah godok rancang undang undang RUU budidaya tani,0.2354957495384979,positive,moderate,neutral,informasi pembahasan RUU
5512,2017-09-06T07:46:43.000Z,Parlemen dapat menetapkan legislasi dan pengesahan anggaran serta memastikan akuntabilitas pelaksanaan SDGs berjalan SDGsParliamentBali,parlemen dapat tetap legislasi dan kesah anggar serta pasti akuntabilitas laksana sdgs jalan sdgsparliamentbali,0.1325487883908783,positive,ambiguous,neutral,informasi mengenai parlemen
4249,2017-12-23T15:35:18.000Z,Bantu Nur Ahmadi dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu nur ahmadi dapat lebih banyak tanda tangan tanda tangan perlu !,0.0988758786023702,positive,ambiguous,neutral,tidak ada konteks opini ke DPR 
6893,2017-05-19T12:42:42.000Z,Koran Sindo Jatim Mei RUU Penyiaran Jangan Rugikan Industri,koran sindo jatim mei RUU siar jangan rugi industri,0.5915193954318164,positive,very_confident,neutral,berita
2386,2016-07-23T06:02:14.000Z,Komisi XI DPR RI yang menerima usulan pemerintah soal kebijakan pengampunan pajak untuk disahkan menjadi UU T,komisi XI DPR RI yang terima usul perintah soal bijak ampun pajak untuk sah jadi UU t,0.0798297691111313,positive,ambiguous,neutral,berita atau informasi
10504,2018-07-26T04:34:52.000Z,mantap pak cc,mantap pak cc,0.3799489622552249,positive,confident,neutral,tweet tidak tau ditujukan pada siapa
8837,2018-12-10T02:47:47.000Z,RUU Penyadapan Tak Kurangi Kewenangan KPK,RUU sadap tak kurang wenang KPK,0.3452140341355209,positive,confident,positive,pembelaan kebijakan
6760,2017-05-30T13:46:13.000Z,Presiden Saya ingin RUU Terorisme segera diselesaikan di iNewsMalam,presiden saya ingin RUU terorisme segera selesai di inewsmalam,0.0996679946249558,positive,ambiguous,neutral,berita
11877,2021-12-21T11:36:46.000Z,Kapolda Banten IJP Dr Rudy Heriyanto Hadiri Kunjungan Kerja Reses Komisi III DPR RI Bidang Hukum HAM dan Keamanan di Aula Serbaguna Polda Banten pada Selasa JanganAbaiProkes Polda Banten,kapolda banten IJP dari rudy heriyanto hadir kunjung kerja reses komisi II DPR RI bidang hukum HAM dan aman di aula serbaguna polda banten pada selasa janganabaiprokes polda banten,0.2050513798156354,positive,moderate,neutral,informasi kegiatan
8725,2018-12-15T04:29:59.000Z,Absen rapat aja kagak ada transparansi apalagi pembahasan anggaran sama undang undang Maunya tuh apa,absen rapat saja kagak ada transparansi apalagi bahas anggar sama undang undang mau tuh apa,0.0974673635288688,positive,ambiguous,negative,kritik terhadap DPR terkait transparansi dan kehadiran
3949,2016-05-04T04:34:21.000Z,Lihatlah poto ini soba ku kerjaan wakil rakyat anggota DPR di saat rapat paripurna di gedung DPR malah molor,lihat poto ini soba ku kerja wakil rakyat anggota DPR di saat rapat paripurna di gedung DPR malah molor,0.0639127615952816,positive,ambiguous,negative,sindiran terhadap kinerja DPR saat rapat
4387,2017-12-15T13:41:44.000Z,Staf Ahli Menteri Bidang Kebijakan Publik Reyna Usman Mendampingi Kunjungan Kerja Komisi IX ke Provinsi Sulawesi Utara Jumat,staf ahli menteri bidang bijak publik reyna usman damping kunjung kerja komisi IX ke provinsi sulawesi utara jumat,0.1845283661215829,positive,moderate,neutral,informasi kegiatan
4066,2016-04-28T17:34:28.000Z,News DPR RI Akhirnya Siapkan Panja RUU Tax Amnesty Setelah melalui perdebatan yang cukup alot pem newsfeed,news DPR RI akhir siap panja RUU tax amnesty telah lalu debat yang cukup alot pem newsfeed,0.0529504300294073,positive,ambiguous,neutral,berita
1393,2016-09-29T10:38:54.000Z,Ketua DPR RI Singapura Jangan Menghambat Program Pengampunan Pajak Pemberlakuan Undang Undang Tax Amnes,ketua DPR RI singapura jangan hambat program ampun pajak laku undang undang tax amnes,0.487924982649516,positive,confident,neutral,bukan opini publik
10548,2018-07-23T06:31:18.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Anggota Komisi IX DPR RI Imam Suroso menilai RUU Waspom sangat penting utk menjadi payung hukum bagi upaya pemerintah melindungi masyarakat dari obat obatan dan makanan yg berisiko terhadap keseha,RT gesuriid jember pdiperjuanganmnang pdiperjuangan anggota komisi IX DPR RI imam suroso nilai RUU waspom sangat penting untuk jadi payung hukum bagi upaya perintah lindung masyarakat dari obat obat dan makan yang risiko hadap keseha,0.1628234857258127,positive,moderate,neutral,menginformasikan ulang opini dari anggota komisi
1296,2016-10-06T11:45:58.000Z,Kasian ya Di Negara ini Anggota DPR gak ngerti yg namanya Hukum Padahal salah satu tugasnya bikin Undang Undang,kasihan ya di negara ini anggota DPR enggak erti yang nama hukum padahal salah satu tugas bikin undang undang,0.114693082821308,positive,ambiguous,negative,penilaian kemampuan DPR yang buruk
9893,2018-09-19T15:35:17.000Z,Kepedulian PKB terhadap pendidikan Pesantren dan Sekolah keagamaan dibuktikan dengan menjadi inisiator RUU Pesantren dan Pendidikan Keagamaan Diskusi publik di menegaskan bahwa PKB akan terus mengawal RUU PPK di agar segera dibahas dan disahkan menjadi UU,peduli PKB hadap didik pesantren dan sekolah agama bukti dengan jadi inisiator RUU pesantren dan didik agama diskusi publik di tegas bahwa PKB akan terus awal RUU PPK di agar segera bahas dan sah jadi UU,0.0981445833250169,positive,ambiguous,neutral,tidak berfokus pada DPR atau lebih ke partai politik
6206,2017-07-13T04:01:16.000Z,Info republika Harmonisasi RUU Migas Integrasikan Berbagai Pendapat,info republika harmonisasi RUU migas integrasi bagai dapat,0.0798297691111313,positive,ambiguous,neutral,informasi
10029,2018-09-07T12:33:56.000Z,Kedua mengupayakan terbangunnya mekanisme yang mewajibkan anggota DPR melaporkan secara langsung Kemudian membuat laporan pertanggungjawaban reses dan kunker yang harus disampaikan kepada publik secara online,dua upaya bangun mekanisme yang wajib anggota DPR lapor cara langsung kemudian buat lapor pertanggungjawaban reses dan kunker yang harus sampai kepada publik cara online,0.0621420464292566,positive,ambiguous,neutral,informasi usulan mekanisme
1797,2016-08-25T14:03:59.000Z,Anggota komisi XI Indah Kurnia mengatakan Sri Mulyani dihadirkan untuk menjalankan dua Undang Undang UU ya,anggota komisi XI indah kurnia kata sri mulyani hadir untuk jalan dua undang undang UU ya,0.1150439468972143,positive,ambiguous,neutral,informasi
4465,2017-12-07T16:19:44.000Z,Perlindungan Jadi Inti RUU Masyarakat Hukum Adat,lindung jadi inti RUU masyarakat hukum adat,0.2101548378834749,positive,moderate,positive,penilaian tujuan RUU yang baik
3422,2016-05-26T05:23:37.000Z,DPR Rapat Paripurna Bahas RAPBN RUU Haji dan Umrah DPR RI menggelar Rapat Paripurna ke masa sidang,DPR rapat paripurna bahas RAPBN RUU haji dan umrah DPR RI gelar rapat paripurna ke masa sidang,0.1024959424583152,positive,ambiguous,neutral,informasi rapat
4848,2017-10-26T13:15:15.000Z,Tok! DPR RI Sahkan RUU Jadi Undang Undang,tok ! DPR RI sahkan RUU jadi undang undang,0.1611170778585874,positive,moderate,neutral,informasi
4523,2017-12-04T12:03:02.000Z,Kebijakan Bebas Visa Tidak Datangkan Wisatawan Secara Signifikan DPRQuotes,bijak bebas visa tidak datang wisatawan cara signifikan dprquotes,0.5370495669980352,positive,very_confident,negative,kritik terhadap kebijakan DPR
470,2016-11-20T16:41:44.000Z,dpr yg bikin undang undang negara bikin u dang undang yg kurupsi hukum mati dong biar seru aja,dpr yang bikin undang undang negara bikin lu dang undang yang kurupsi hukum mati dong biar seru saja,0.2137931834380544,positive,moderate,negative,sindiran ke DPR terkait hukum dan korupsi
29,2016-12-27T07:06:11.000Z,Kegiatan reses para Anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas ResesDPR,giat reses para anggota DPR laku cara transparan dan ada pertanggungjawaban yang jelas resesdpr,0.0599281035291435,positive,ambiguous,positive,penilaian transparansi DPR yang baik
7363,2017-04-06T18:06:47.000Z,Rapat Paripurna Ruhut Resmi Dicopot dari Anggota DPR lewat,rapat paripurna ruhut resmi copot dari anggota DPR lewat,0.0532828229009679,positive,ambiguous,neutral,informasi hasil rapat
11377,2020-12-11T07:49:39.000Z,Tutup Masa Sidang DPR Puan Minta Pemerintah Pastikan Prokes dan Keamanan Vaksin,tutup masa sidang DPR puan minta perintah pasti prokes dan aman vaksin,0.0798297691111313,positive,ambiguous,neutral,informasi
2271,2016-07-28T04:34:09.000Z,Siang ini DPR RI menggelar rapat paripurna penutupan masa sidang V Ada beberapa agenda penting yang juga akan dibahas,siang ini DPR RI gelar rapat paripurna tutup masa sidang v ada beberapa agenda penting yang juga akan bahas,0.0911746643034495,positive,ambiguous,neutral,informasi rapat
5842,2017-08-01T09:04:16.000Z,Teuku Riefki Harsya selaku Ketua Tim reses komisi X dlm sambutannya mengatakan sektor pariwisata sangat menjanjikan Humasaceh,teuku riefki harsya selaku ketua tim reses komisi KALI dalam sambut kata sektor pariwisata sangat janji humasaceh,0.0639127615952816,positive,ambiguous,neutral,informasi
10470,2018-07-29T04:07:50.000Z,Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat dprreses aspirasimasyarakat,yoseph umarhadi manfaat waktu reses DPR dengan unjung beberapa tempat di dapilnya sesuai dengan lapor dan keluh masyarakat dprreses aspirasimasyarakat,0.139092447878458,positive,ambiguous,neutral,informasi kegiatan
1845,2016-08-24T05:44:42.000Z,Ketua DPR Ade Komarudin Membukaan Seminar RUU KUHP,ketua DPR adek komarudin buka seminar RUU KUHP,0.1586485042974989,positive,moderate,neutral,informasi
7067,2017-04-29T11:14:10.000Z,Jumat kemarin dalam rapat paripurna mengesahkan hak angket walau diwarnai hujan interupsi iNewsPetang,jumat kemarin dalam rapat paripurna kesah hak angket walau warna hujan interupsi inewspetang,0.0957061711232549,positive,ambiguous,neutral,informasi
7920,2017-02-26T12:38:46.000Z,Pansus RUU Pemilu Telah Sepakati Nama UU Pemilu,pansus RUU milu telah sepakat nama UU milu,0.3095069212126384,positive,confident,neutral,informasi
2600,2016-06-28T08:29:26.000Z,RT SindotrijayaFM LintasINFO Rapat Paripurna DPR RI menyepakati pengesahan RUU Tax Amnesti pengampunan pajak dan APBN Perubahan m,RT sindotrijayafm lintasinfo rapat paripurna DPR RI pakat kesah RUU tax amnesti ampun pajak dan APBN ubah sama,0.0798297691111313,positive,ambiguous,neutral,informasi
10686,2018-07-12T06:20:25.000Z,RT GesuriID Anggota Baleg DPR RI Fraksi PDI Perjuangan Eva Kusuma Sundari berharap organisasi konsultan pajak di Indonesia harus jelas benchmark nya dari negara mana evndari DPR_RI konsultanpajak ruu konsultasipajak,RT gesuriid anggota baleg DPR RI fraksi PDI juang eva kusuma sundari harap organisasi konsultan pajak di indonesia harus jelas benchmark nya dari negara mana evndari DPR_RI konsultanpajak ruu konsultasipajak,0.0911746643034495,positive,ambiguous,neutral,yang dibahas tidak ada konteksnya dengan kebijakan DPR
9882,2018-09-20T18:46:22.000Z,semoga sebagai wakil rakyat dapat mendengarkan Aspirasi Rakyat dan Membantu agar mendapatkan solusi bagi mereka yg blm mendapatkan hak Gajinya sebagai karyawan,moga bagai wakil rakyat dapat dengar aspirasi rakyat dan bantu agar dapat solusi bagi mereka yang belum dapat hak gaji bagai karyawan,0.1896749817802301,positive,moderate,positive,harapan positif terhadap DPR
7013,2017-05-08T13:25:53.000Z,Ini sungguh kebijakan yg keliru dan makin menyengsarakan rakyat AksiWatt,ini sungguh bijak yang keliru dan makin sengsara rakyat aksiwatt,0.0798297691111313,positive,ambiguous,neutral,"sebenarnya terlihatnya seperti negative, karena kritik kebijakan yang dianggap merugikan rakyat. tapi kebijakan ini tidak disebutkan kebijakan dari siapa, DPR kah pemerintah"
8925,2018-12-05T10:47:05.000Z,Video Susun RUU Masyarakat Adat Banleg DPR RI Gelar Pertemuan dengan Pemerintah Aceh,video susun RUU masyarakat adat banleg DPR RI gelar temu dengan perintah aceh,0.1586485042974989,positive,moderate,neutral,informasi
4015,2016-04-29T07:47:58.000Z,Pimpinan DPR melantik empat anggota DPR baru dalam rapat paripurna DPR RI hari ini Jumat,pimpin DPR lantik empat anggota DPR baru dalam rapat paripurna DPR RI hari ini jumat,0.0639127615952816,positive,ambiguous,neutral,berita
838,2016-10-26T12:45:12.000Z,DPR Gelar Paripurna Pengesahan APBN Dewan Perwakilan Rakyat Republik Indonesia DPR RI menggelar sida,DPR gelar paripurna kesah APBN dewan wakil rakyat republik indonesia DPR RI gelar sida,0.0639127615952816,positive,ambiguous,neutral,informasi kegiatan
6255,2017-07-11T01:02:37.000Z,Panpel Region Sumatera Bertemu dg Bpk Abdul Wahid dan Bpk Lukman Edy Waket Komisi II DPR RI dan Ketua Pansus RUU Pemilu,panpel region sumatera temu dengan bpk abdul wahid dan bpk lukman edy waket komisi II DPR RI dan ketua pansus RUU milu,0.197375320224904,positive,moderate,neutral,informasi
6218,2017-07-12T15:34:25.000Z,Mbok ya kerjaanmu dulu RUU Terorisme RUU Pemilu yg dipoling kapan rampungnya ? Gimana menurut masyarakat? Kok ngurusin orang lain,mbok ya kerja dulu RUU terorisme RUU milu yang dipoling kapan rampung ? bagaimana turut masyarakat ? kok urus orang lain,0.0996679946249558,positive,ambiguous,negative,kritik terhadap prioritas kerja DPR
5427,2017-09-13T14:18:30.000Z,Paripurna DPR Setuju Perpanjang Pembahasan RUU Terorisme,paripurna DPR tuju panjang bahas RUU terorisme,0.1586485042974989,positive,moderate,neutral,informasi
10469,2018-07-29T04:11:19.000Z,RT GesuriID Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid yoseph umarhadi manfaat waktu reses DPR dengan unjung beberapa tempat di dapilnya sesuai dengan lapor dan keluh masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,0.139092447878458,positive,ambiguous,neutral,informasi
7493,2017-04-03T05:45:11.000Z,Banpol PP Nusantara Mendukung penuh DPR RI segera Bacakan Surat Presiden di rapat paripurna terdekat SahkanRevisiUUASN DPR_RI,banpol PP nusantara dukung penuh DPR RI segera baca surat presiden di rapat paripurna dekat sahkanrevisiuuasn DPR_RI,0.1808459885628004,positive,moderate,positive,dukungan ke DPR
2691,2016-06-27T04:55:43.000Z,Surya News Rapat Paripurna DPR Sahkan Komjen Tito Karnavian Jadi Kapolri Rapat Paripurna DPR RI memutuskan,surya news rapat paripurna DPR sahkan komjen tito karnavian jadi kapolri rapat paripurna DPR RI putus,0.1062639561379024,positive,ambiguous,neutral,berita
2826,2016-06-20T05:00:59.000Z,KAMI TUNGGU RESES di KANDANG SAPI untuk mendengarkan keluhan kami peternak yg menangis di lebaran ini,KAMI TUNGGU RESES di KANDANG SAPI untuk dengar keluh kami ternak yang menang di lebaran ini,0.0798297691111313,positive,ambiguous,negative,keluhan masyarakat kepada DPR
9300,2018-11-04T14:02:28.000Z,Korupsi bukan hanya dilakukan oleh wakil rakyat setiap pembuat kebijakan keputusan dan pengusaha lakukan itu Sdh menjadi kultur kekuasaan dan bisnis Soal blm pernah dihukum juga bukan jaminan utk tdk korup Krn pd dasarnya yg dipenjara jg seblmnya blm pernah tertangkap korup,korupsi bukan hanya laku oleh wakil rakyat tiap buat bijak putus dan usaha laku itu sudah jadi kultur kuasa dan bisnis soal belum pernah hukum juga bukan jamin untuk tidak korup karena pada dasar yang penjara juga seblmnya belum pernah tangkap korup,0.9991988606785068,positive,very_confident,negative,kritik terhadap wakil rakyat terkait korupsi
6404,2017-07-03T13:55:40.000Z,dalam beberapa rapat terdahulu sudah memberikan amanat kepada pimpinan untuk rapat konsultasi,dalam beberapa rapat dahulu sudah beri amanat kepada pimpin untuk rapat konsultasi,0.1430128589351118,positive,ambiguous,neutral,informasi rapat
5633,2017-08-28T07:44:07.000Z,Anggota Komisi I DPR RI Ini Resmikan Program Hari Aspirasi Rakyat,anggota komisi i DPR RI ini resmi program hari aspirasi rakyat,0.0532828229009679,positive,ambiguous,neutral,informasi
6310,2017-07-07T07:16:05.000Z,Makzul kan ri wajib menggelar sidang istimewa dan sidang ri untuk memutuskan kemana arah kebijakan seorang kepala negara,makzul kan ri wajib gelar sidang istimewa dan sidang ri untuk putus mana arah bijak orang kepala negara,0.1024959424583152,positive,ambiguous,neutral,tidak jelas konteks ke DPR RI
12575,2024-12-22T10:59:10.000Z,KALAU ASAL MANGAP AJA GAMPANG UU HPP merupakan UU inisiatif Pemerintahan Jokowi yang disampaikan ke DPR tanggal Mei Seluruh fraksi setuju untuk melakukan pembahasan atas usul inisiatif pemerintah atas RUU HPP Sebanyak fraksi di DPR RI kecuali PKS menyetujui RUU HPP,KALAU ASAL MANGAP SAJA GAMPANG UU HPP rupa UU inisiatif perintah jokowi yang sampai ke DPR tanggal mei seluruh fraksi tuju untuk laku bahas atas usul inisiatif perintah atas RUU HPP banyak fraksi di DPR RI kecuali PKS tuju RUU HPP,0.0725993190397027,positive,ambiguous,neutral,informasi pembahasan RUU
10883,2019-12-25T08:58:34.000Z,Waka DPR RI Rahmad Gobel Reses Bersama LSM Provinsi Gorontalo lewat id,waka DPR RI rahmad gobel reses sama LSM provinsi gorontalo lewat id,0.1586485042974989,positive,moderate,neutral,informasi kegiatan
2080,2016-08-10T06:06:40.000Z,SUKARAME KAPOL Wakil Ketua DPR RI Fahri Hamzah angkat bicara soal kebijakan Mendikbud baru Muhajir Efendi,SUKARAME KAPOL wakil ketua DPR RI fahri hamzah angkat bicara soal bijak mendikbud baru muhajir efendi,0.1325487883908783,positive,ambiguous,neutral,informasi
9458,2018-10-26T05:02:16.000Z,Anda itu Wakil Rakyat bahkan pimpinan DPR seharus bekerja membuat undang undang agar tdk ada klaim kalimat tauhid disalah gunakan untuk atribut kelompok tertentu saja krn kalimat tauhid itu milik semua muslim bukan mlah nyinyirin wakil rakyat gk berguna anda ini,anda itu wakil rakyat bahkan pimpin DPR harus kerja buat undang undang agar tidak ada klaim kalimat tauhid salah guna untuk atribut kelompok tentu saja karena kalimat tauhid itu milik semua muslim bukan malah nyinyir wakil rakyat enggak guna anda ini,0.8570448178907685,positive,very_confident,negative,kritik terhadap kinerja wakil rakyat atau DPR
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus laku tindak yang komprehensif hadap karena bijak impor telah gila gila sangat rugi tani indonesia kita tahu sama duga kuat ada fee yang amazing dari MAFIA IMPOR bagai licin untuk hal sebut,0.08975778474716,positive,ambiguous,neutral,tidak ada kejelasan ini opini ditujukan ke siapa
13008,2025-11-13T05:58:38.000Z,Komisi XIII DPR RI menegaskan komitmennya untuk memperkuat perlindungan terhadap saksi dan korban tindak pidana Keteguhan itu ditunjukkan melalui revisi Undang Undang Nomor Tahun tentang Perlindungan Saksi dan Korban PSDK,komisi XII DPR RI tegas komitmen untuk kuat lindung hadap saksi dan korban tindak pidana teguh itu tunjuk lalu revisi undang undang nomor tahun tentang lindung saksi dan korban PSDK,0.1014677870219839,positive,ambiguous,positive,"penilaian komitmen DPR dalam melindungi masyarakat (tapi, sedikit merasa ini neutral, karena seperti informasi gitu aja)"
6911,2017-05-18T05:54:01.000Z,Anggota DPR RI Hoerudin interupsi dlm Sidang Pembukaan Rapat Paripurna DPR RI,anggota DPR RI hoerudin interupsi dalam sidang buka rapat paripurna DPR RI,0.0798297691111313,positive,ambiguous,neutral,informasi
3551,2016-05-21T22:43:24.000Z,catatantanganeza DPR RI sampai kini masih alot membahas revisi Undang Undang Nomor Tahun tentang Pilkada,catatantanganeza DPR RI sampai kini masih alot bahas revisi undang undang nomor tahun tentang pilkada,0.1586485042974989,positive,moderate,negative,menjelaskan kalau berarti DPR belum bisa lues membahas UU tentang pilkada 
8950,2018-12-04T10:05:52.000Z,Ketua Dewan Perwakilan Rakyat Daerah DPRD Gresik H Ahmad Nurhamim resmi dilantik dalam rapat paripurna istimewa sumpah janji pengganti antar waktu periode yang diselenggarakan di gedung DPRD Selasa,ketua dewan wakil rakyat daerah DPRD gresik h ahmad nurhamim resmi lantik dalam rapat paripurna istimewa sumpah janji ganti antar waktu periode yang selenggara di gedung DPRD selasa,0.1292725836060583,positive,ambiguous,neutral,"informasi, tidak berfokus pada DPR RI"
12672,2024-12-19T00:50:03.000Z,RUU Contempt of Court dan RUU Perampasan Aset Tahun harus sudah dimulai Jika perlu menggunakan Perppu Nasabah Jiwasraya khawatir hukum putusan INKRACHT makin diabaikan dan Pejabatnya makin Sombong dan Angkuh Jumawa,RUU contempt of court dan RUU ampas aset tahun harus sudah mulai jika perlu guna perppu nasabah jiwasraya khawatir hukum putus INKRACHT makin abai dan jabat makin sombong dan angkuh jumawa,0.043050298020465,neutral,ambiguous,negative,kritik terhadap penegakan hukum
12557,2024-12-23T01:49:25.000Z,UU HPP merupakan UU inisiatif Pemerintahan yang disampaikan ke tanggal Mei Seluruh fraksi setuju untuk melakukan pembahasan atas usul inisiatif pemerintah atas RUU HPP tersebut,UU HPP rupa UU inisiatif perintah yang sampai ke tanggal mei seluruh fraksi tuju untuk laku bahas atas usul inisiatif perintah atas RUU HPP sebut,0.0,neutral,ambiguous,neutral,informasi pembahasan RUU
9139,2018-11-21T03:56:37.000Z,Waka Bang memimpin Rapat Paripurna pagi ini Cek livestreamingnya,waka bang pimpin rapat paripurna pagi ini cek livestreamingnya,-0.0199973337599309,neutral,ambiguous,neutral,informasi kegiatan
1047,2016-10-19T11:09:01.000Z,Pernyataan sikap anggota DPR RI Al Muzammil Yusuf terhadap penistaan AlMaidah pada Rapat Paripurna hari ini,nyata sikap anggota DPR RI al muzammil yusuf hadap nista almaidah pada rapat paripurna hari ini,0.0199973337599309,neutral,ambiguous,neutral,informasi pernyatan
12415,2024-12-29T12:09:27.000Z,Rieke Diah Pitaloka Dilaporkan ke MKD Disebut Provokatori Penolakan PPN Persen,rieke diah pitaloka lapor ke MKD sebut provokator tolak PPN persen,0.0,neutral,ambiguous,neutral,berita
10544,2018-07-23T12:55:52.000Z,Setiap masalah ada jalan keluarnya Hanya ada jalan keluar yg justru bikin masalah baru di tempat lain Tiap Anggota DPR adalah orang PENTING karena harus melihat masalah dalam seluruh sudut pandang lalu membuat pilihan kebijakan Ini beban legislatif bukan eksekutif,tiap masalah ada jalan keluar hanya ada jalan keluar yang justru bikin masalah baru di tempat lain tiap anggota DPR adalah orang PENTING karena harus lihat masalah dalam seluruh sudut pandang lalu buat pilih bijak ini beban legislatif bukan eksekutif,0.0499583749578799,neutral,ambiguous,positive,penilaian peran dan tanggung jawab DPR yang penting
10702,2018-07-10T07:30:43.000Z,paripurna Ryamizard R Menhan diteruskan ke tahap selanjutnya yaitu pengambilan Keputusan Pembicaraan Tingkat dlm Rapat Paripurna DPR RI,paripurna ryamizard r menhan terus ke tahap lanjut yaitu ambil putus bicara tingkat dalam rapat paripurna DPR RI,0.0456824678019661,neutral,ambiguous,neutral,informasi kegiatan
9612,2018-10-16T04:32:29.000Z,Penyerahan Pandangan Fraksi Fraksi terkait RUU Usul Inisiatif Anggota tentang Pesantren dan Keagamaan kepada Pimpinan dari ParipurnaDPR,serah pandang fraksi fraksi kait RUU usul inisiatif anggota tentang pesantren dan agama kepada pimpin dari paripurnadpr,0.0,neutral,ambiguous,neutral,informasi kegiatan
5763,2017-08-13T21:06:00.000Z,anjing rakyat lagi pada tidur di rapat paripurna DPR RI,anjing rakyat lagi pada tidur di rapat paripurna DPR RI,0.0199973337599309,neutral,ambiguous,negative,sindiran terhadap anggota DPR saat rapat
8563,2018-12-27T07:02:32.000Z,Undang Undang Nomor Tahun Tentang Perubahan Kedua Atas Undang Undang Nomor Tahun Tentang Majelis Permusyarawatan Rakyat Dewan Perwakilan Rakyat Dewan Perwakilan Daerah Dan Dewan Perwakilan Rakyat Daerah,undang undang nomor tahun tentang ubah dua atas undang undang nomor tahun tentang majelis permusyarawatan rakyat dewan wakil rakyat dewan wakil daerah dan dewan wakil rakyat daerah,-0.0355405800464633,neutral,ambiguous,neutral,informasi undang-undang
7194,2017-04-27T00:00:06.000Z,Perketat wakil rakyat di DPD lewat RUU Pemilu Pemilu,ketat wakil rakyat di DPD lewat RUU milu milu,-0.0399786803111635,neutral,ambiguous,neutral,informasi usulan RUU
7838,2017-03-02T08:27:17.000Z,anggota DPR RI giliran bgini dtg smua sibuk selfie Tp coba rapat utk kebijakan negara entah hilang kemana,anggota DPR RI gilir begini datang semua sibuk selfie tapi coba rapat untuk bijak negara entah hilang mana,0.0444152037162793,neutral,ambiguous,negative,"saangggatt jelas negative, kritik terhadap perilaku anggota DPR"
946,2016-10-24T11:23:21.000Z,Penyampaian laporan kegiatan Pansus RUU Tindak Terorime di Badan Legislasi DPR RI,sampai lapor giat pansus RUU tindak terorime di badan legislasi DPR RI,0.0266603474764648,neutral,ambiguous,neutral,informasi kegiatan
5933,2017-07-23T13:36:06.000Z,KONI Bojonegoro Adakan Kejuaraan Voli,KONI bojonegoro adakan juara voli,0.0,neutral,ambiguous,neutral,tidak ada konteks ke DPR
11301,2020-12-18T05:47:05.000Z,Mrk blng mo nyampe in aspirasi rakyat kn kt mrk? Mrk kn pny wakil d pemerintah an knp ga menyampaikan lewat Wakil rakyat? Kita rakyat Ini bayar mrk ga kecil loh milyaran bln Trs knp ga kita srh krj mrk? Mrk hny mkn tdr aja Knp mrk ga merasa d zolimin yh ma Wakil rakyat?,mereka bilang mau sampai ini aspirasi rakyat kan kita mrk ? mereka kan punya wakil di perintah an kenapa enggak sampai lewat wakil rakyat ? kita rakyat ini bayar mereka enggak kecil loh milyaran bulan terus kenapa enggak kita srh krj mrk ? mereka hanya makin tidur saja kenapa mereka enggak rasa di zolimin ya sama wakil rakyat ?,-0.0199973337599309,neutral,ambiguous,negative,"woww, pedasss. kritik terhadap kinerja wakil rakyat"
3045,2016-06-08T01:52:02.000Z,Agenda DPR Rabu Pukul WIB Pansus RUU Pemberantasan Tindak Pidana Terorisme RDPU dengan pakar agendaDPR,agenda DPR rabu pukul WIB pansus RUU berantas tindak pidana terorisme RDPU dengan pakar agendadpr,0.0,neutral,ambiguous,neutral,informasi kegiatan
9582,2018-10-18T01:08:23.000Z,Selamat hari parlemen Oktober kemarin Semogga semakin meningkatkan peran dan Fungsi lembaga legislatif sebagai lembaga aspirasi rakyat dan harapan rakyat,selamat hari parlemen oktober kemarin semogga makin tingkat peran dan fungsi lembaga legislatif bagai lembaga aspirasi rakyat dan harap rakyat,0.0228531631251695,neutral,ambiguous,positive,harapan positif terhadap DPR
