no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
9593,2018-10-17T07:56:46.000Z,Badan Anggaran DPR Rapat Kerja dengan Menteri Keuangan Menteri PPN Kepala Bappenas Menteri Hukum dan HAM serta Gubernur Bank Indonesia terkait Pembicaraan Tk I Pembahasan RUU tentang APBN TA dan Pembahasan Postur Sementara RUU APBN Rabu Oktober BanggarDPR,badan anggaran DPR rapat kerja dengan menteri keuangan menteri PPN kepala bappenas menteri hukum dan HAM serta gubernur bank indonesia terkait pembicaraan tak i pembahasan RUU tentang APBN TA dan pembahasan postur sementara RUU APBN rabu oktober banggardpr,0.0,0.0,0.0,neutral,"['badan', 'anggaran', 'DPR', 'rapat', 'kerja', 'dengan', 'menteri', 'keuangan', 'menteri', 'PPN', 'kepala', 'bappenas', 'menteri', 'hukum', 'dan', 'HAM', 'serta', 'gubernur', 'bank', 'indonesia', 'terkait', 'pembicaraan', 'tak', 'i', 'pembahasan', 'RUU', 'tentang', 'APBN', 'TA', 'dan', 'pembahasan', 'postur', 'sementara', 'RUU', 'APBN', 'rabu', 'oktober', 'banggardpr']","['badan', 'anggaran', 'DPR', 'rapat', 'kerja', 'menteri', 'keuangan', 'menteri', 'PPN', 'kepala', 'bappenas', 'menteri', 'hukum', 'HAM', 'serta', 'gubernur', 'indonesia', 'terkait', 'i', 'pembahasan', 'RUU', 'tentang', 'APBN', 'TA', 'pembahasan', 'sementara', 'RUU', 'APBN', 'rabu', 'oktober', 'banggardpr']",[],"['dengan', 'dan', 'bank', 'pembicaraan', 'tak', 'dan', 'postur']"
9632,2018-10-15T10:26:56.000Z,udah tau apa sih yg bener di mata ente kebijakan pak dan miris ada wakil rakyat kya ente,sudah tau apa sih yang benar di mata ente kebijakan pak dan miris ada wakil rakyat kaya ente,-2.2,-0.55,0.4472135954999579,negative,"['sudah', 'tau', 'apa', 'sih', 'yang', 'benar', 'di', 'mata', 'ente', 'kebijakan', 'pak', 'dan', 'miris', 'ada', 'wakil', 'rakyat', 'kaya', 'ente']","['tau', 'benar', 'mata', 'kebijakan', 'pak', 'miris', 'ada', 'wakil', 'rakyat', 'kaya']","['sudah', 'apa', 'yang']","['sih', 'di', 'ente', 'dan', 'ente']"
9646,2018-10-13T11:16:34.000Z,Jumat Oktober Badan Legislasi DPR RI melaksanakan diplomasi parlemen ke National Asemblea Ecuador terkait dengan pembahasan RUU Masyarakat Adat Pemerintah Ekuador telah,jumat oktober badan legislasi DPR RI melaksanakan diplomasi parlemen ke national asemblea ecuador terkait dengan pembahasan RUU masyarakat adat pemerintah ekuador telah,0.8,0.2,0.447213595499958,positive,"['jumat', 'oktober', 'badan', 'legislasi', 'DPR', 'RI', 'melaksanakan', 'diplomasi', 'parlemen', 'ke', 'national', 'asemblea', 'ecuador', 'terkait', 'dengan', 'pembahasan', 'RUU', 'masyarakat', 'adat', 'pemerintah', 'ekuador', 'telah']","['jumat', 'oktober', 'badan', 'legislasi', 'DPR', 'RI', 'melaksanakan', 'diplomasi', 'parlemen', 'terkait', 'pembahasan', 'RUU', 'masyarakat', 'pemerintah']",[],"['ke', 'national', 'asemblea', 'ecuador', 'dengan', 'adat', 'ekuador', 'telah']"
9649,2018-10-12T16:15:53.000Z,Kesimpulan Utk Indonesia kebijakan BBM satu harga adalah suatu keniscayaan tdk akan berkelanjutan sebab BBM impor subsidi adalah penyebab melonjaknya konsumsi impor BBM penyebab defisit perdagangan migas defisit transaksi berjalan pemukul telak nilai tukar rupiah,kesimpulan untuk indonesia kebijakan BBM satu harga adalah suatu keniscayaan tidak akan berkelanjutan sebab BBM impor subsidi adalah penyebab melonjaknya konsumsi impor BBM penyebab defisit perdagangan migas defisit transaksi berjalan pemukul telak nilai tukar rupiah,-0.4,-0.1,0.5477225575051662,negative,"['kesimpulan', 'untuk', 'indonesia', 'kebijakan', 'BBM', 'satu', 'harga', 'adalah', 'suatu', 'keniscayaan', 'tidak', 'akan', 'berkelanjutan', 'sebab', 'BBM', 'impor', 'subsidi', 'adalah', 'penyebab', 'melonjaknya', 'konsumsi', 'impor', 'BBM', 'penyebab', 'defisit', 'perdagangan', 'migas', 'defisit', 'transaksi', 'berjalan', 'pemukul', 'telak', 'nilai', 'tukar', 'rupiah']","['kesimpulan', 'indonesia', 'kebijakan', 'BBM', 'satu', 'harga', 'berkelanjutan', 'sebab', 'BBM', 'impor', 'subsidi', 'penyebab', 'impor', 'BBM', 'penyebab', 'defisit', 'migas', 'defisit', 'transaksi', 'pemukul', 'telak', 'nilai', 'tukar']",['tidak'],"['untuk', 'adalah', 'suatu', 'keniscayaan', 'akan', 'adalah', 'melonjaknya', 'konsumsi', 'perdagangan', 'berjalan', 'rupiah']"
9682,2018-10-10T04:22:23.000Z,Jokowi Jangan Sampai Kita Diadu oleh Kepentingan Politik via,jokowi jangan sampai kita diadu oleh kepentingan politik via,0.0,0.0,0.0,neutral,"['jokowi', 'jangan', 'sampai', 'kita', 'diadu', 'oleh', 'kepentingan', 'politik', 'via']","['jokowi', 'sampai', 'kita', 'kepentingan', 'politik']","['jangan', 'oleh']","['diadu', 'via']"
9687,2018-10-09T14:06:46.000Z,DPDRI DPD RI DPR RI Bahas RUU Tentang Daerah Kepulauan Jakarta DPD RI membahas Rancangan Undang undang RUU tentang Daerah Kepulauan dengan DPR RI RUU yang diinisiasi oleh DPD tersebut,DPDRI DPD RI DPR RI bahas RUU tentang daerah kepulauan jakarta DPD RI membahas rancangan undang undang RUU tentang daerah kepulauan dengan DPR RI RUU yang diinisiasi oleh DPD tersebut,0.2,0.05,0.447213595499958,positive,"['DPDRI', 'DPD', 'RI', 'DPR', 'RI', 'bahas', 'RUU', 'tentang', 'daerah', 'kepulauan', 'jakarta', 'DPD', 'RI', 'membahas', 'rancangan', 'undang', 'undang', 'RUU', 'tentang', 'daerah', 'kepulauan', 'dengan', 'DPR', 'RI', 'RUU', 'yang', 'diinisiasi', 'oleh', 'DPD', 'tersebut']","['DPDRI', 'DPD', 'RI', 'DPR', 'RI', 'bahas', 'RUU', 'tentang', 'daerah', 'jakarta', 'DPD', 'RI', 'membahas', 'rancangan', 'undang', 'undang', 'RUU', 'tentang', 'daerah', 'DPR', 'RI', 'RUU', 'diinisiasi', 'DPD', 'tersebut']","['yang', 'oleh']","['kepulauan', 'kepulauan', 'dengan']"
9706,2018-10-08T14:33:33.000Z,Mohon kepada sebagai pemangku kebijakan dan penegak hukum bisa mensikapi hasil lembaga tinggi neg yang sudah menyelesaikan audit investigasi thdp Pelindo II Ini semata untuk Nawacita dan Kedaulatan NKRI,mohon kepada sebagai pemangku kebijakan dan penegak hukum bisa mensikapi hasil lembaga tinggi neg yang sudah menyelesaikan audit investigasi terhadap pelindo II ini semata untuk nawacita dan kedaulatan NKRI,0.8,0.2,0.447213595499958,positive,"['mohon', 'kepada', 'sebagai', 'pemangku', 'kebijakan', 'dan', 'penegak', 'hukum', 'bisa', 'mensikapi', 'hasil', 'lembaga', 'tinggi', 'neg', 'yang', 'sudah', 'menyelesaikan', 'audit', 'investigasi', 'terhadap', 'pelindo', 'II', 'ini', 'semata', 'untuk', 'nawacita', 'dan', 'kedaulatan', 'NKRI']","['mohon', 'kepada', 'sebagai', 'pemangku', 'kebijakan', 'hukum', 'hasil', 'lembaga', 'tinggi', 'menyelesaikan', 'audit', 'investigasi', 'II', 'kedaulatan', 'NKRI']","['yang', 'sudah']","['dan', 'penegak', 'bisa', 'mensikapi', 'neg', 'terhadap', 'pelindo', 'ini', 'semata', 'untuk', 'nawacita', 'dan']"
9708,2018-10-08T11:31:36.000Z,DPD RI Rapat Kerja dengan Pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang Daerah Kepulauan DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,DPD RI rapat kerja dengan pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang daerah kepulauan DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,0.4,0.1,0.5477225575051662,positive,"['DPD', 'RI', 'rapat', 'kerja', 'dengan', 'pansus', 'DPR', 'RI', 'bahas', 'RUU', 'inisiatif', 'DPD', 'RI', 'yaitu', 'RUU', 'tentang', 'daerah', 'kepulauan', 'DPDRI', 'DPRRI', 'ruuinisiatifdpdri', 'ruudaerahkepulauan']","['DPD', 'RI', 'rapat', 'kerja', 'pansus', 'DPR', 'RI', 'bahas', 'RUU', 'inisiatif', 'DPD', 'RI', 'RUU', 'tentang', 'daerah', 'DPDRI', 'DPRRI', 'ruuinisiatifdpdri', 'ruudaerahkepulauan']",[],"['dengan', 'yaitu', 'kepulauan']"
9739,2018-10-05T11:16:08.000Z,udah psti jd penyebar hoax dr kasus koq msh aja ngeles apalagi kalian adalah anggota Dewan DPR RI yg hrsnya jd penyampai aspirasi rakyat yg benar dan berani dipertanggung jawabkan knp msih percaya y ma kalian smu,sudah pasti jadi penyebar hoax dari kasus kok masih saja ngeles apalagi kalian adalah anggota dewan DPR RI yang harusnya jadi penyampai aspirasi rakyat yang benar dan berani dipertanggung jawabkan kenapa masih percaya ya sama kalian smu,-2.6,-0.65,0.5477225575051661,negative,"['sudah', 'pasti', 'jadi', 'penyebar', 'hoax', 'dari', 'kasus', 'kok', 'masih', 'saja', 'ngeles', 'apalagi', 'kalian', 'adalah', 'anggota', 'dewan', 'DPR', 'RI', 'yang', 'harusnya', 'jadi', 'penyampai', 'aspirasi', 'rakyat', 'yang', 'benar', 'dan', 'berani', 'dipertanggung', 'jawabkan', 'kenapa', 'masih', 'percaya', 'ya', 'sama', 'kalian', 'smu']","['pasti', 'jadi', 'hoax', 'kasus', 'masih', 'saja', 'ngeles', 'kalian', 'anggota', 'dewan', 'DPR', 'RI', 'jadi', 'aspirasi', 'rakyat', 'benar', 'berani', 'jawabkan', 'masih', 'percaya', 'sama', 'kalian']","['sudah', 'dari', 'yang', 'yang', 'ya']","['penyebar', 'kok', 'apalagi', 'adalah', 'harusnya', 'penyampai', 'dan', 'dipertanggung', 'kenapa', 'smu']"
9772,2018-10-02T04:15:23.000Z,Rapat Paripurna Ke dipimpin oleh Waka Bang siang ini di ruang paripurna Livestream,rapat paripurna ke dipimpin oleh waka bang siang ini di ruang paripurna livestream,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'ke', 'dipimpin', 'oleh', 'waka', 'bang', 'siang', 'ini', 'di', 'ruang', 'paripurna', 'livestream']","['rapat', 'paripurna', 'dipimpin', 'bang', 'ruang', 'paripurna', 'livestream']",['oleh'],"['ke', 'waka', 'siang', 'ini', 'di']"
9774,2018-10-01T15:08:57.000Z,DPR RI pantas menginterpelasi kebijakan ini,DPR RI pantas menginterpelasi kebijakan ini,0.6,0.15,0.5477225575051662,positive,"['DPR', 'RI', 'pantas', 'menginterpelasi', 'kebijakan', 'ini']","['DPR', 'RI', 'pantas', 'menginterpelasi', 'kebijakan']",[],['ini']
9783,2018-10-01T02:14:59.000Z,RUU Pertanahan akan Lengkapi UU Pokok Pokok Agraria,RUU pertanahan akan lengkapi UU pokok pokok agraria,0.4,0.1,0.5477225575051662,positive,"['RUU', 'pertanahan', 'akan', 'lengkapi', 'UU', 'pokok', 'pokok', 'agraria']","['RUU', 'pertanahan', 'UU', 'pokok', 'pokok', 'agraria']",[],"['akan', 'lengkapi']"
9790,2018-09-29T15:33:39.000Z,Tindakan yang sangat wajar dan janganlah kamu mengkhianati amanat amanat yang dipercayakan kepadamu sedang kamu mengetahui,tindakan yang sangat wajar dan janganlah kamu mengkhianati amanat amanat yang dipercayakan kepadamu sedang kamu mengetahui,-1.2,-0.3,0.8366600265340756,negative,"['tindakan', 'yang', 'sangat', 'wajar', 'dan', 'janganlah', 'kamu', 'mengkhianati', 'amanat', 'amanat', 'yang', 'dipercayakan', 'kepadamu', 'sedang', 'kamu', 'mengetahui']","['tindakan', 'wajar', 'mengkhianati', 'amanat', 'amanat']","['yang', 'sangat', 'yang']","['dan', 'janganlah', 'kamu', 'dipercayakan', 'kepadamu', 'sedang', 'kamu', 'mengetahui']"
9816,2018-09-26T10:35:25.000Z,Berarti saya juga bebas ber ekspresi Fadli zon bajingan dancok cocot germo Itulah ekspresi saya buat wakil rakyat yang katanya terhormat Tapi nyatanya kerja cuman menghabiskan uang rakyat gk ada hsil Undang undang banyak yang mangkrak kayak hambalang,berarti saya juga bebas ber ekspresi fadli zon bajingan dancok cocot germo itulah ekspresi saya buat wakil rakyat yang katanya terhormat tetapi nyatanya kerja cuman menghabiskan uang rakyat tidak ada hsil undang undang banyak yang mangkrak seperti hambalang,-4.0,-1.0,0.0,negative,"['berarti', 'saya', 'juga', 'bebas', 'ber', 'ekspresi', 'fadli', 'zon', 'bajingan', 'dancok', 'cocot', 'germo', 'itulah', 'ekspresi', 'saya', 'buat', 'wakil', 'rakyat', 'yang', 'katanya', 'terhormat', 'tetapi', 'nyatanya', 'kerja', 'cuman', 'menghabiskan', 'uang', 'rakyat', 'tidak', 'ada', 'hsil', 'undang', 'undang', 'banyak', 'yang', 'mangkrak', 'seperti', 'hambalang']","['berarti', 'bebas', 'ekspresi', 'bajingan', 'dancok', 'cocot', 'germo', 'ekspresi', 'buat', 'wakil', 'rakyat', 'katanya', 'kerja', 'menghabiskan', 'rakyat', 'ada', 'undang', 'undang', 'banyak', 'mangkrak', 'seperti', 'hambalang']","['saya', 'saya', 'yang', 'tidak', 'yang']","['juga', 'ber', 'fadli', 'zon', 'itulah', 'terhormat', 'tetapi', 'nyatanya', 'cuman', 'uang', 'hsil']"
9818,2018-09-26T09:08:18.000Z,Rapat perdana penyusunan RUU Penyadapan di Badan Legislasi DPR RI tanggal September bersama Kejaksaan Agung diwakili Jamintel Kepala BNN dan Kepala BSSN TotokDaryanto DPRRI MalangRaya SatuJiwaBersamaRakyat,rapat perdana penyusunan RUU penyadapan di badan legislasi DPR RI tanggal september bersama kejaksaan agung diwakili jamintel kepala BNN dan kepala BSSN totokdaryanto DPRRI malangraya satujiwabersamarakyat,0.4,0.1,0.5477225575051662,positive,"['rapat', 'perdana', 'penyusunan', 'RUU', 'penyadapan', 'di', 'badan', 'legislasi', 'DPR', 'RI', 'tanggal', 'september', 'bersama', 'kejaksaan', 'agung', 'diwakili', 'jamintel', 'kepala', 'BNN', 'dan', 'kepala', 'BSSN', 'totokdaryanto', 'DPRRI', 'malangraya', 'satujiwabersamarakyat']","['rapat', 'penyusunan', 'RUU', 'penyadapan', 'badan', 'legislasi', 'DPR', 'RI', 'tanggal', 'september', 'bersama', 'kepala', 'BNN', 'kepala', 'DPRRI', 'satujiwabersamarakyat']",[],"['perdana', 'di', 'kejaksaan', 'agung', 'diwakili', 'jamintel', 'dan', 'BSSN', 'totokdaryanto', 'malangraya']"
9841,2018-09-24T08:06:49.000Z,Komisi IX DPR RDPU dengan Pakar tentang RUU Pengawasan Obat dan Makanan Senin September Komisi Sangat Besar Hrapn RRU BPOM Bisa Diundangkan Pada Masa Sidang Terdekat,komisi IX DPR RDPU dengan pakar tentang RUU pengawasan obat dan makanan senin september komisi sangat besar hrapn RRU BPOM bisa diundangkan pada masa sidang terdekat,0.8,0.2,0.447213595499958,positive,"['komisi', 'IX', 'DPR', 'RDPU', 'dengan', 'pakar', 'tentang', 'RUU', 'pengawasan', 'obat', 'dan', 'makanan', 'senin', 'september', 'komisi', 'sangat', 'besar', 'hrapn', 'RRU', 'BPOM', 'bisa', 'diundangkan', 'pada', 'masa', 'sidang', 'terdekat']","['komisi', 'IX', 'DPR', 'RDPU', 'pakar', 'tentang', 'RUU', 'pengawasan', 'obat', 'makanan', 'senin', 'september', 'komisi', 'besar', 'diundangkan', 'masa', 'sidang', 'terdekat']","['sangat', 'pada']","['dengan', 'dan', 'hrapn', 'RRU', 'BPOM', 'bisa']"
9934,2018-09-15T14:50:31.000Z,Bagaimana DPR bisa bisa mendengar aspirasi rakyat? Yg difollow aja yg sudah sejahtera Pantesan kita bertuan kepada DPR Bukannya mereka yang seharusnya bertuan pada kita Kita yg mendengarkan atau mereka dengar Mereka duduk untuk Individualisme,bagaimana DPR bisa bisa mendengar aspirasi rakyat ? yang difollow saja yang sudah sejahtera pantesan kita bertuan kepada DPR bukan mereka yang seharusnya bertuan pada kita kita yang mendengarkan atau mereka dengar mereka duduk untuk individualisme,-2.8,-0.7,0.4472135954999578,negative,"['bagaimana', 'DPR', 'bisa', 'bisa', 'mendengar', 'aspirasi', 'rakyat', '?', 'yang', 'difollow', 'saja', 'yang', 'sudah', 'sejahtera', 'pantesan', 'kita', 'bertuan', 'kepada', 'DPR', 'bukan', 'mereka', 'yang', 'seharusnya', 'bertuan', 'pada', 'kita', 'kita', 'yang', 'mendengarkan', 'atau', 'mereka', 'dengar', 'mereka', 'duduk', 'untuk', 'individualisme']","['DPR', 'aspirasi', 'rakyat', 'saja', 'sejahtera', 'pantesan', 'kita', 'kepada', 'DPR', 'mereka', 'kita', 'kita', 'mendengarkan', 'mereka', 'dengar', 'mereka']","['yang', 'yang', 'sudah', 'bukan', 'yang', 'pada', 'yang']","['bagaimana', 'bisa', 'bisa', 'mendengar', '?', 'difollow', 'bertuan', 'seharusnya', 'bertuan', 'atau', 'duduk', 'untuk', 'individualisme']"
9936,2018-09-15T10:07:03.000Z,Untuk menyempurnakan RUU Penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi Kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh Duta Besar RI untuk Kolombia dan,untuk menyempurnakan RUU penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh duta besar RI untuk kolombia dan,0.8,0.2,0.447213595499958,positive,"['untuk', 'menyempurnakan', 'RUU', 'penyadapan', 'yang', 'sedang', 'dirancang', 'oleh', 'para', 'anggota', 'DPR', 'RI', 'saya', 'mengunjungi', 'kolombia', 'dalam', 'rangka', 'riset', 'bersama', 'beberapa', 'anggota', 'baleg', 'disambut', 'oleh', 'duta', 'besar', 'RI', 'untuk', 'kolombia', 'dan']","['menyempurnakan', 'RUU', 'penyadapan', 'dirancang', 'para', 'anggota', 'DPR', 'RI', 'mengunjungi', 'dalam', 'rangka', 'bersama', 'anggota', 'baleg', 'disambut', 'besar', 'RI']","['yang', 'oleh', 'saya', 'oleh']","['untuk', 'sedang', 'kolombia', 'riset', 'beberapa', 'duta', 'untuk', 'kolombia', 'dan']"
9986,2018-09-13T09:38:48.000Z,assalamualaikum pak Fakhri Hamzah yg terhormat yg di amanah kan sebagian wakil DPR RI Saya nak usul Boleh Gimana pak klau di adakan rapat Paripurna antara DPR dan MPR untuk menurunkan pak jokowi yg terhormat,assalamualaikum pak fakhri hamzah yang terhormat yang di amanah kan sebagian wakil DPR RI saya nak usul boleh bagaimana pak jika di adakan rapat paripurna antara DPR dan MPR untuk menurunkan pak jokowi yang terhormat,-1.2,-0.3,0.4472135954999579,negative,"['assalamualaikum', 'pak', 'fakhri', 'hamzah', 'yang', 'terhormat', 'yang', 'di', 'amanah', 'kan', 'sebagian', 'wakil', 'DPR', 'RI', 'saya', 'nak', 'usul', 'boleh', 'bagaimana', 'pak', 'jika', 'di', 'adakan', 'rapat', 'paripurna', 'antara', 'DPR', 'dan', 'MPR', 'untuk', 'menurunkan', 'pak', 'jokowi', 'yang', 'terhormat']","['assalamualaikum', 'pak', 'amanah', 'wakil', 'DPR', 'RI', 'usul', 'pak', 'rapat', 'paripurna', 'DPR', 'MPR', 'menurunkan', 'pak', 'jokowi']","['yang', 'yang', 'saya', 'boleh', 'yang']","['fakhri', 'hamzah', 'terhormat', 'di', 'kan', 'sebagian', 'nak', 'bagaimana', 'jika', 'di', 'adakan', 'antara', 'dan', 'untuk', 'terhormat']"
9991,2018-09-12T19:59:35.000Z,Jelas terbukti bahwa wakil rakyat kita masih condong ke partainya masing masing dr pd mewakili aspirasi rakyat Dapat dilihat dr gencar nya membanggakan salah satu paslon dalam keadaan wawancara memakai seragam wakil rakyat Kalau di jam bebas silahkan Ini masih di gedung dpr,jelas terbukti bahwa wakil rakyat kita masih condong ke partainya masing masing dari pada mewakili aspirasi rakyat dapat dilihat dari gencar nya membanggakan salah satu paslon dalam keadaan wawancara memakai seragam wakil rakyat jika di jam bebas silakan ini masih di gedung dpr,-2.4,-0.6,0.5477225575051661,negative,"['jelas', 'terbukti', 'bahwa', 'wakil', 'rakyat', 'kita', 'masih', 'condong', 'ke', 'partainya', 'masing', 'masing', 'dari', 'pada', 'mewakili', 'aspirasi', 'rakyat', 'dapat', 'dilihat', 'dari', 'gencar', 'nya', 'membanggakan', 'salah', 'satu', 'paslon', 'dalam', 'keadaan', 'wawancara', 'memakai', 'seragam', 'wakil', 'rakyat', 'jika', 'di', 'jam', 'bebas', 'silakan', 'ini', 'masih', 'di', 'gedung', 'dpr']","['jelas', 'terbukti', 'wakil', 'rakyat', 'kita', 'masih', 'condong', 'mewakili', 'aspirasi', 'rakyat', 'dapat', 'salah', 'satu', 'paslon', 'dalam', 'wawancara', 'seragam', 'wakil', 'rakyat', 'bebas', 'silakan', 'masih', 'gedung', 'dpr']","['dari', 'pada', 'dari']","['bahwa', 'ke', 'partainya', 'masing', 'masing', 'dilihat', 'gencar', 'nya', 'membanggakan', 'keadaan', 'memakai', 'jika', 'di', 'jam', 'ini', 'di']"
9999,2018-09-11T15:11:43.000Z,Spirit RUU Pertanahan Integrasikan Sektor SDA,spirit RUU pertanahan integrasikan sektor SDA,-0.2,-0.05,1.0954451150103324,negative,"['spirit', 'RUU', 'pertanahan', 'integrasikan', 'sektor', 'SDA']","['RUU', 'pertanahan', 'sektor', 'SDA']",[],"['spirit', 'integrasikan']"
10010,2018-09-10T10:36:30.000Z,Pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI Jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan Lagipula kebijakan SH udah ada sejak KitaOgahDiNgabalin,pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan lagipula kebijakan SH sudah ada sejak kitaogahdingabalin,0.0,0.0,0.0,neutral,"['pelaksana', 'UU', 'saat', 'ini', 'adalah', 'eksekutif', 'dalam', 'hal', 'ini', 'adalah', 'BI', 'jadi', 'bukan', 'yang', 'MENEKAN', 'untuk', 'swap', 'hedging', 'kecuali', 'kita', 'sudah', 'kembali', 'pada', 'khitah', 'semangat', 'UUD', 'bukan', 'lagipula', 'kebijakan', 'SH', 'sudah', 'ada', 'sejak', 'kitaogahdingabalin']","['pelaksana', 'UU', 'eksekutif', 'dalam', 'jadi', 'MENEKAN', 'kita', 'semangat', 'UUD', 'kebijakan', 'ada', 'kitaogahdingabalin']","['bukan', 'yang', 'sudah', 'pada', 'bukan', 'sudah']","['saat', 'ini', 'adalah', 'hal', 'ini', 'adalah', 'BI', 'untuk', 'swap', 'hedging', 'kecuali', 'kembali', 'khitah', 'lagipula', 'SH', 'sejak']"
10018,2018-09-09T06:50:07.000Z,Anda itu keliru! Bhw rakyat di adu di pasar bebas pd saat belum berdaya dan pemerintah terus menekan dg pola kebijakan pasar yg menguntungkan Cukong Calo Where s protection? Sbaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,anda itu keliru ! bahwa rakyat di adu di pasar bebas pada saat belum berdaya dan pemerintah terus menekan dengan pola kebijakan pasar yang menguntungkan cukong calo where si protection ? sebaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,-1.6,-0.4,0.8944271909999161,negative,"['anda', 'itu', 'keliru', '!', 'bahwa', 'rakyat', 'di', 'adu', 'di', 'pasar', 'bebas', 'pada', 'saat', 'belum', 'berdaya', 'dan', 'pemerintah', 'terus', 'menekan', 'dengan', 'pola', 'kebijakan', 'pasar', 'yang', 'menguntungkan', 'cukong', 'calo', 'where', 'si', 'protection', '?', 'sebaiknya', 'anda', 'belajar', 'ekonomi', 'pembangunan', 'UUD', 'AGAR', 'TIDAK', 'DITIPU', 'REZIM', 'BERKUASA']","['keliru', 'rakyat', 'adu', 'pasar', 'bebas', 'berdaya', 'pemerintah', 'menekan', 'pola', 'kebijakan', 'pasar', 'menguntungkan', 'cukong', 'calo', 'belajar', 'ekonomi', 'pembangunan', 'UUD', 'AGAR', 'DITIPU', 'REZIM', 'BERKUASA']","['anda', 'itu', 'pada', 'yang', 'anda', 'TIDAK']","['!', 'bahwa', 'di', 'di', 'saat', 'belum', 'dan', 'terus', 'dengan', 'where', 'si', 'protection', '?', 'sebaiknya']"
10142,2018-08-29T10:20:35.000Z,Semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat Stand Up Comedian Iwel Sastra Dirgahayu DPR RI Ke ! HUTDPR TahunDPR,semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat stand up comedian iwel sastra dirgahayu DPR RI ke ! HUTDPR tahundpr,1.4,0.35,0.5477225575051661,positive,"['semoga', 'semakin', 'bisa', 'mewakili', 'rakyat', 'serta', 'dapat', 'menampung', 'mengeksekusi', 'dan', 'memperjuangkan', 'aspirasi', 'rakyat', 'stand', 'up', 'comedian', 'iwel', 'sastra', 'dirgahayu', 'DPR', 'RI', 'ke', '!', 'HUTDPR', 'tahundpr']","['semoga', 'semakin', 'mewakili', 'rakyat', 'serta', 'dapat', 'menampung', 'memperjuangkan', 'aspirasi', 'rakyat', 'sastra', 'dirgahayu', 'DPR', 'RI', 'HUTDPR', 'tahundpr']",[],"['bisa', 'mengeksekusi', 'dan', 'stand', 'up', 'comedian', 'iwel', 'ke', '!']"
10146,2018-08-29T09:44:32.000Z,Dewan Perwakilan Rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas Rancangan Undang undang tentang APBN Tahun Anggaran beserta Nota Keuangan Dewan Perwakilan Rakyat DPR,dewan perwakilan rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas rancangan undang undang tentang APBN tahun anggaran beserta nota keuangan dewan perwakilan rakyat DPR,0.0,0.0,0.0,neutral,"['dewan', 'perwakilan', 'rakyat', 'DPR', 'menggelar', 'rapat', 'paripurna', 'tentang', 'pemandangan', 'umum', 'fraksi', 'fraksi', 'atas', 'rancangan', 'undang', 'undang', 'tentang', 'APBN', 'tahun', 'anggaran', 'beserta', 'nota', 'keuangan', 'dewan', 'perwakilan', 'rakyat', 'DPR']","['dewan', 'perwakilan', 'rakyat', 'DPR', 'menggelar', 'rapat', 'paripurna', 'tentang', 'pemandangan', 'umum', 'fraksi', 'fraksi', 'atas', 'rancangan', 'undang', 'undang', 'tentang', 'APBN', 'tahun', 'anggaran', 'nota', 'keuangan', 'dewan', 'perwakilan', 'rakyat', 'DPR']",[],['beserta']
